TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
1712,936,776,172,100,1297,1092,7,0,369,90,90,45,586,107,201,96,166,9,13,1403,1602,31,68,115000,103,144,21,162,661,679,1617,190,Census Tract 73.03; San Diego County; California,6,73,7303
3620,1699,1921,46,46,2970,2877,39,0,518,0,0,169,1145,418,362,323,646,56,0,3102,3534,70,552,104311,118,147,115,111,981,1497,3211,144,Census Tract 73.04; San Diego County; California,6,73,7304
2745,1275,1470,121,113,1816,1621,6,0,835,14,14,192,891,138,277,151,381,59,0,2102,2466,124,286,81477,107,227,44,294,1049,825,2459,205,Census Tract 74.01; San Diego County; California,6,73,7401
3806,2018,1788,27,27,2972,2972,35,0,509,0,0,209,1127,277,352,332,356,55,0,2809,3278,120,329,131159,70,354,14,450,1487,1327,3459,414,Census Tract 74.02; San Diego County; California,6,73,7402
4160,2165,1995,168,168,3463,3106,16,0,559,108,108,131,1550,291,379,440,441,47,0,3712,3891,295,383,83750,79,361,23,186,946,1634,3710,250,Census Tract 75.01; San Diego County; California,6,73,7501
3010,1443,1567,44,44,2262,2131,20,12,470,116,116,196,1151,236,437,311,334,20,0,2638,2934,176,219,84550,170,317,72,123,812,1317,2694,189,Census Tract 75.02; San Diego County; California,6,73,7502
1750,802,948,17,17,1538,1531,4,40,46,50,60,0,712,26,239,171,208,45,0,1531,1722,0,190,93785,12,208,30,46,992,623,1706,74,Census Tract 76.01; San Diego County; California,6,73,7601
1435,549,886,22,22,1114,1043,0,11,106,170,170,0,498,54,284,104,287,0,0,1373,1435,99,184,129764,0,101,0,0,446,714,1387,253,Census Tract 76.02; San Diego County; California,6,73,7602
4243,1614,2629,97,97,3325,3156,0,0,733,70,70,224,1634,152,722,171,409,22,52,3654,4144,123,365,126346,189,470,163,171,758,2101,3847,405,Census Tract 77.01; San Diego County; California,6,73,7701
3188,1587,1601,138,138,2656,2555,0,0,244,48,48,64,1051,184,682,203,279,52,0,2723,3121,190,222,109414,32,266,38,120,804,1695,2989,181,Census Tract 77.02; San Diego County; California,6,73,7702
5939,2559,3380,416,416,3657,3272,0,46,1430,92,128,913,1784,485,464,334,804,21,264,4594,5771,209,820,105938,245,1355,220,555,1687,2003,5230,360,Census Tract 78; San Diego County; California,6,73,7800
2557,1233,1324,80,80,1886,1866,0,0,222,15,15,266,1029,122,367,75,322,18,5,2094,2487,160,362,120074,182,195,0,162,623,1124,2398,137,Census Tract 79.05; San Diego County; California,6,73,7905
3167,1829,1338,103,103,2691,2511,0,0,327,0,37,63,1168,155,348,184,447,10,53,2619,3132,77,434,115660,106,307,58,79,505,1547,2869,166,Census Tract 79.07; San Diego County; California,6,73,7907
3285,1703,1582,94,94,2479,2261,17,0,425,155,155,128,1180,203,274,317,343,19,31,2517,3073,71,238,89936,120,355,15,198,625,1301,2716,176,Census Tract 79.08; San Diego County; California,6,73,7908
2832,1282,1550,50,50,2309,2290,12,0,203,56,56,48,1430,129,246,159,245,9,0,2455,2782,105,278,100227,110,116,37,93,641,1286,2611,220,Census Tract 79.10; San Diego County; California,6,73,7910
2347,1139,1208,72,72,1797,1688,0,0,387,8,8,31,920,131,434,18,328,10,0,1914,2314,125,136,115134,151,196,0,123,772,1110,2207,131,Census Tract 79.11; San Diego County; California,6,73,7911
1795,768,1027,125,114,1255,1226,11,28,139,64,64,15,848,15,223,124,97,14,0,1525,1696,43,88,113724,26,190,69,108,462,767,1651,27,Census Tract 79.12; San Diego County; California,6,73,7912
2680,1247,1433,70,58,2344,2186,21,0,254,0,0,70,933,147,265,161,217,8,0,1983,2537,28,78,184653,37,207,54,326,1343,987,2586,193,Census Tract 80.02; San Diego County; California,6,73,8002
3440,1519,1921,73,73,2987,2790,0,12,459,0,0,145,1549,149,384,113,297,41,16,2907,3261,59,196,158704,45,361,12,209,1028,1697,3339,261,Census Tract 80.03; San Diego County; California,6,73,8003
4039,1829,2210,146,146,3434,3376,22,0,251,47,47,24,1569,98,415,194,381,40,0,2959,3892,56,205,131125,82,314,133,304,1194,1716,3660,253,Census Tract 80.06; San Diego County; California,6,73,8006
3696,1696,2000,142,142,3055,2916,0,0,513,0,0,21,1128,184,536,172,471,0,18,3226,3542,91,305,104457,74,524,0,260,1840,1444,3599,375,Census Tract 81.01; San Diego County; California,6,73,8101
3367,1446,1921,76,76,2749,2637,0,0,310,23,23,63,1111,199,402,102,329,33,0,2603,3220,21,136,188545,203,393,0,340,1624,968,3241,230,Census Tract 81.02; San Diego County; California,6,73,8102
1763,882,881,81,81,1264,1185,0,0,215,56,56,19,474,33,355,15,188,0,0,1354,1516,27,105,129688,17,362,0,173,844,463,1750,210,Census Tract 82.01; San Diego County; California,6,73,8201
1196,760,436,137,137,963,931,0,11,105,11,11,20,315,75,167,53,240,47,23,1162,1196,0,59,105094,7,331,0,13,581,212,1081,188,Census Tract 82.02; San Diego County; California,6,73,8202
3461,1692,1769,195,195,2775,2446,0,0,488,20,62,58,1021,84,562,321,453,16,0,2708,3276,47,73,230962,57,766,42,327,1763,1048,3276,204,Census Tract 83.01; San Diego County; California,6,73,8301
3021,1636,1385,263,255,2397,2250,0,10,403,18,18,10,719,81,584,124,312,0,0,2309,2955,14,247,227275,65,555,10,276,1730,869,2994,295,Census Tract 83.03; San Diego County; California,6,73,8303
7705,4282,3423,2166,2159,3511,2753,46,7,2133,239,250,731,565,48,482,40,89,12,12,1399,7691,51,266,41776,458,1399,12,59,626,1571,7458,662,Census Tract 83.05; San Diego County; California,6,73,8305
2688,1346,1342,128,128,2182,2117,0,8,233,0,0,141,564,118,615,140,178,41,0,2032,2550,71,220,232614,69,515,0,303,1257,1080,2614,178,Census Tract 83.06; San Diego County; California,6,73,8306
4348,2117,2231,519,519,3140,2687,11,0,862,160,160,57,1129,75,498,323,398,13,36,3117,4035,37,192,122083,96,804,56,528,1893,1378,4246,353,Census Tract 83.07; San Diego County; California,6,73,8307
6250,2913,3337,482,482,4944,4432,0,0,958,81,81,76,1537,288,1232,362,417,0,0,4618,6080,75,168,153897,179,995,0,498,3319,2016,6057,484,Census Tract 83.10; San Diego County; California,6,73,8310
2724,1335,1389,134,134,2047,2017,0,0,405,6,6,33,758,63,412,104,198,2,8,1937,2660,35,126,250001,35,534,0,251,1571,706,2700,308,Census Tract 83.11; San Diego County; California,6,73,8311
3841,2206,1635,494,494,2849,2504,8,0,558,25,25,81,724,116,736,190,385,15,14,2803,3724,52,285,140463,76,1045,0,325,1680,1312,3646,322,Census Tract 83.12; San Diego County; California,6,73,8312
2214,1163,1051,481,481,1324,1243,0,0,174,20,20,231,410,50,360,64,139,4,30,1508,2012,23,142,242083,66,676,0,292,1219,700,2163,122,Census Tract 83.13; San Diego County; California,6,73,8313
7175,3440,3735,652,587,5067,4958,0,0,975,104,104,631,2063,204,1172,158,429,110,0,5576,6814,75,356,194130,173,1058,0,643,3429,2458,7001,558,Census Tract 83.24; San Diego County; California,6,73,8324
6038,3294,2744,1201,1201,3906,3736,8,0,668,0,0,292,1528,252,930,255,311,97,0,4288,5671,39,269,174659,138,1878,0,832,2993,2095,5861,523,Census Tract 83.27; San Diego County; California,6,73,8327
7766,4070,3696,3383,3383,3438,3054,0,0,644,24,24,124,1211,76,1480,132,176,37,16,4891,7204,186,380,250001,320,3009,0,1512,4047,2884,7428,172,Census Tract 83.28; San Diego County; California,6,73,8328
4901,2368,2533,1001,1001,3009,2855,189,0,742,0,0,169,1428,252,645,96,118,0,0,3166,4530,54,269,176190,103,1540,0,839,2396,1619,4833,186,Census Tract 83.30; San Diego County; California,6,73,8330
2766,1381,1385,617,617,1893,1777,0,0,204,0,0,27,778,61,424,14,124,0,7,1850,2668,20,77,217083,58,632,7,424,1487,1248,2722,146,Census Tract 83.31; San Diego County; California,6,73,8331
2086,1028,1058,589,589,1250,1199,0,0,131,17,17,44,498,126,404,39,263,21,0,1529,2033,29,7,197841,58,407,0,253,1219,842,2086,140,Census Tract 83.36; San Diego County; California,6,73,8336
4996,2498,2498,1750,1744,2334,2183,0,27,611,52,52,136,1292,278,748,276,498,50,70,3551,4652,46,94,180496,150,1420,35,642,2621,1513,4831,373,Census Tract 83.37; San Diego County; California,6,73,8337
1882,865,1017,502,502,922,872,44,7,285,33,33,89,237,55,228,103,181,20,0,1120,1815,100,648,80417,51,473,17,98,541,681,1800,126,Census Tract 83.39; San Diego County; California,6,73,8339
4165,2014,2151,1188,1188,2168,2061,0,0,570,41,63,200,1104,122,255,218,160,0,0,2431,3980,123,1095,82325,185,1352,4,281,1015,1846,3993,256,Census Tract 83.43; San Diego County; California,6,73,8343
3460,1633,1827,428,428,2512,2386,0,0,268,16,16,45,743,96,428,238,364,65,0,2515,3326,30,127,176680,48,659,0,482,1868,1066,3317,283,Census Tract 83.44; San Diego County; California,6,73,8344
4204,2257,1947,648,594,3001,2920,27,0,406,53,53,159,1138,104,721,125,603,8,22,3105,4017,85,325,88095,226,707,8,542,1959,1009,3945,548,Census Tract 83.45; San Diego County; California,6,73,8345
4255,2098,2157,1574,1574,1882,1772,11,29,436,50,50,24,1104,311,566,201,270,46,18,3218,3941,94,93,177386,146,1448,0,471,2247,1755,4152,283,Census Tract 83.46; San Diego County; California,6,73,8346
6704,3135,3569,3630,3630,1725,1636,16,0,485,51,51,241,1437,323,585,379,1212,114,66,4996,6263,272,270,145714,105,3020,44,743,3537,2071,6302,715,Census Tract 83.47; San Diego County; California,6,73,8347
4935,2497,2438,3030,3015,1165,1105,7,25,481,86,106,230,1209,380,569,522,764,91,42,3935,4654,55,261,150847,93,2357,0,507,2176,1600,4727,449,Census Tract 83.48; San Diego County; California,6,73,8348
3822,1945,1877,1892,1883,1175,1052,0,0,467,97,97,20,591,363,395,397,592,117,16,2901,3545,142,263,129038,101,1593,12,381,1729,1086,3716,585,Census Tract 83.49; San Diego County; California,6,73,8349
6334,2811,3523,3358,3331,1792,1445,0,86,725,189,189,431,1504,419,860,296,873,41,29,4774,5911,179,577,121335,285,2751,16,658,2691,1727,6059,600,Census Tract 83.50; San Diego County; California,6,73,8350
4817,2331,2486,2683,2683,1153,1100,22,10,603,154,154,422,1057,304,490,578,560,186,16,3516,4476,57,243,149196,74,2002,22,546,2195,1594,4573,460,Census Tract 83.51; San Diego County; California,6,73,8351
4119,1978,2141,1710,1710,1787,967,17,34,1040,164,164,166,850,234,289,270,531,248,47,2660,3799,94,198,133869,70,1267,37,292,1588,1112,3941,442,Census Tract 83.52; San Diego County; California,6,73,8352
4802,2517,2285,2354,2354,1810,1221,8,6,827,95,95,139,912,318,740,313,732,86,53,3644,4525,72,302,151857,170,1829,0,510,2490,1584,4667,388,Census Tract 83.53; San Diego County; California,6,73,8353
3093,1506,1587,1631,1617,803,707,3,0,415,73,73,242,680,158,299,224,405,53,14,2185,2837,105,145,154000,100,1301,86,382,1525,999,2887,338,Census Tract 83.55; San Diego County; California,6,73,8355
3950,1983,1967,2537,2537,1109,822,0,0,373,100,100,36,878,241,535,334,451,99,36,2860,3691,125,315,121548,50,1619,0,521,1828,1096,3859,390,Census Tract 83.56; San Diego County; California,6,73,8356
4608,2205,2403,2899,2899,883,719,4,0,768,95,95,561,1241,266,281,511,501,67,171,3403,4359,209,733,114583,102,2157,40,475,1799,1573,4374,478,Census Tract 83.57; San Diego County; California,6,73,8357
6522,3224,3298,3066,3042,1758,1449,0,69,1328,9,9,674,1013,496,440,588,1176,209,173,4700,6227,272,643,115942,143,2752,58,528,3047,1429,5993,722,Census Tract 83.58; San Diego County; California,6,73,8358
4426,2090,2336,1506,1506,1164,1006,29,0,1577,148,148,1130,880,190,413,467,497,120,374,3158,4187,228,348,86685,186,2146,142,584,1802,1174,3836,536,Census Tract 83.59; San Diego County; California,6,73,8359
7071,3488,3583,2749,2749,2208,1614,16,2,2108,442,472,361,1113,458,622,874,972,481,201,5016,6587,199,524,99122,283,2451,43,605,3034,1679,6533,722,Census Tract 83.60; San Diego County; California,6,73,8360
2720,1330,1390,479,479,1852,1746,18,48,226,69,69,55,849,141,214,146,114,0,11,1832,2616,125,725,97772,211,891,13,139,867,1061,2535,147,Census Tract 83.61; San Diego County; California,6,73,8361
3270,1551,1719,539,539,2150,2046,0,0,385,30,30,105,1045,60,470,84,107,33,25,2378,3166,85,213,114071,173,726,0,386,1048,1213,3001,156,Census Tract 83.62; San Diego County; California,6,73,8362
5373,2755,2618,2211,2160,1634,1475,70,0,1163,0,0,404,828,31,339,226,268,31,0,2287,5136,152,2297,70206,233,1900,60,304,1146,2032,5158,226,Census Tract 83.63; San Diego County; California,6,73,8363
4596,2255,2341,1740,1723,2375,2200,0,0,463,37,37,70,1176,65,740,143,131,33,0,3081,4461,76,1066,97066,150,1783,0,309,1474,2390,4375,158,Census Tract 83.64; San Diego County; California,6,73,8364
2611,1371,1240,877,877,1388,1207,0,0,347,0,0,90,705,169,377,111,294,6,0,2045,2557,133,69,207865,19,903,15,276,1499,896,2582,215,Census Tract 83.65; San Diego County; California,6,73,8365
6994,3438,3556,2894,2894,3456,3185,0,21,524,49,49,195,1756,197,1355,164,321,63,0,4981,6705,62,100,225692,191,2822,97,955,4033,2729,6844,388,Census Tract 83.66; San Diego County; California,6,73,8366
3312,1774,1538,1252,1252,1467,1123,44,0,686,0,0,214,613,129,476,149,447,143,68,2259,3176,33,368,120742,87,1613,6,458,1879,895,2886,205,Census Tract 83.67; San Diego County; California,6,73,8367
6464,3207,3257,3103,3103,2431,2213,15,0,624,49,49,110,1385,313,1036,297,487,136,15,4386,6166,62,510,211830,128,2231,0,929,3438,2120,6321,497,Census Tract 83.68; San Diego County; California,6,73,8368
4599,2298,2301,1952,1952,2179,1940,6,0,469,30,30,31,925,195,995,205,268,45,15,3297,4496,73,210,168393,107,2092,0,574,2293,2328,4432,360,Census Tract 83.69; San Diego County; California,6,73,8369
3790,1786,2004,1203,1203,1950,1799,0,0,350,18,18,137,1160,132,523,73,299,0,0,2697,3578,46,128,156184,38,1290,10,527,1865,1864,3639,71,Census Tract 83.70; San Diego County; California,6,73,8370
4005,2112,1893,1214,1214,2261,2157,0,0,185,12,12,101,1080,142,660,46,249,0,0,2688,3695,48,59,159405,105,1101,0,601,1869,1725,3925,96,Census Tract 83.71; San Diego County; California,6,73,8371
3965,2015,1950,1126,1110,2233,2228,5,0,265,20,20,185,1039,67,503,102,193,0,0,2508,3705,13,284,225481,35,1046,6,634,2034,1546,3726,157,Census Tract 83.72; San Diego County; California,6,73,8372
3446,1694,1752,1400,1400,1730,1587,17,0,225,51,51,31,982,209,424,146,334,0,0,2694,3356,0,197,219271,63,1088,16,386,2045,1522,3425,145,Census Tract 83.73; San Diego County; California,6,73,8373
4170,1890,2280,1755,1755,1749,1536,0,0,474,0,0,150,704,127,679,126,104,28,0,2617,4003,6,0,250001,11,1484,0,705,2154,1748,4107,245,Census Tract 83.74; San Diego County; California,6,73,8374
4306,2375,1931,1797,1780,1868,1640,65,0,491,0,0,167,1120,42,888,63,287,26,130,3043,4141,193,1246,121607,110,1924,0,176,1703,1745,4306,142,Census Tract 83.75; San Diego County; California,6,73,8375
6335,3075,3260,1551,1551,3323,3112,0,136,1229,50,50,147,1549,124,814,334,530,0,68,4278,6295,173,779,120563,183,2025,41,376,2176,2636,5973,491,Census Tract 83.76; San Diego County; California,6,73,8376
1927,1101,826,805,805,829,764,8,0,144,122,122,11,473,24,324,148,107,0,13,1261,1897,33,570,79444,41,783,0,76,549,825,1894,138,Census Tract 83.77; San Diego County; California,6,73,8377
914,438,476,517,517,326,303,15,0,65,0,0,16,134,30,157,34,26,0,0,437,914,9,374,73750,0,469,0,47,246,338,890,48,Census Tract 83.78; San Diego County; California,6,73,8378
4035,1848,2187,1739,1712,1965,1795,45,0,271,0,0,56,694,231,560,176,140,75,26,2323,3911,39,1455,65625,93,2023,0,266,1455,1225,3586,367,Census Tract 83.79; San Diego County; California,6,73,8379
6512,3257,3255,3245,3224,1761,1633,0,15,750,403,403,234,1239,385,958,629,854,78,36,4662,6265,182,792,92583,181,2669,143,546,2550,2195,5641,675,Census Tract 83.80; San Diego County; California,6,73,8380
3473,1199,2274,1617,1617,1238,1238,0,0,252,80,80,155,857,157,899,136,199,91,0,2543,3188,37,307,202833,67,1603,13,345,1334,1785,3428,324,Census Tract 83.81; San Diego County; California,6,73,8381
5800,3322,2478,63,63,4100,3895,0,0,1197,83,83,116,1591,392,614,368,602,331,17,4234,5266,146,405,131944,183,773,0,713,2468,2022,5450,428,Census Tract 85.01; San Diego County; California,6,73,8501
6776,3504,3272,801,602,4621,3951,8,0,1975,114,114,233,1542,376,865,935,823,101,99,5154,6469,312,1099,100387,299,1252,32,848,2557,1797,6448,1217,Census Tract 85.02; San Diego County; California,6,73,8502
7714,3640,4074,364,353,5696,4869,18,39,2071,39,87,797,2066,522,798,438,725,207,174,5617,7443,387,850,118141,72,975,57,795,2650,2665,7470,530,Census Tract 85.03; San Diego County; California,6,73,8503
5896,3060,2836,343,343,4699,4424,12,0,745,15,15,238,1469,244,601,442,939,153,81,4236,5159,128,563,131429,154,810,182,596,2771,1539,5401,662,Census Tract 85.04; San Diego County; California,6,73,8504
5406,2431,2975,726,726,2878,2487,0,133,1525,87,87,334,916,408,273,302,1055,348,100,3736,5337,142,500,87178,198,1633,23,388,2377,1274,4992,494,Census Tract 85.05; San Diego County; California,6,73,8505
